alpha|inferred_edges_power|rmse_mean|rmse_std|baseline_rmse_mean|improvement_pct
4.434343434343434|5000|0.883075389128439|0.0020283139150338|0.8872056286983033|0.4655335174016188
4.474747474747475|5000|0.8830761438985221|0.0020284568120345|0.8872056286983033|0.4654484446677806
4.515151515151516|5000|0.8830753762760482|0.0020296857945057|0.8872056286983033|0.4655349660388234
4.555555555555555|5000|0.8830762797574863|0.0020299588279617|0.8872056286983033|0.4654331315363267
4.595959595959597|5000|0.8830761111468508|0.0020292887218718|0.8872056286983033|0.4654521362213737
4.636363636363637|5000|0.8830754387604205|0.0020290193166492|0.8872056286983033|0.4655279232101575
4.6767676767676765|5000|0.8830749880012945|0.0020290444328956|0.8872056286983033|0.4655787298226772
4.717171717171718|5000|0.8830764503331519|0.0020294186150237|0.8872056286983033|0.4654139053659694
4.757575757575758|5000|0.8830761471920775|0.0020297034754501|0.8872056286983033|0.4654480734398125
4.797979797979799|5000|0.8830750016567853|0.002029692297486|0.8872056286983033|0.465577190665304
4.838383838383839|5000|0.8830754134000875|0.0020290605486462|0.8872056286983033|0.4655307816605691
4.878787878787879|5000|0.8830755845892272|0.0020293369086856|0.8872056286983033|0.4655114863434403
4.91919191919192|5000|0.8830756310270725|0.0020293772927254|0.8872056286983033|0.4655062521740612
4.95959595959596|5000|0.8830761396791775|0.0020293523291757|0.8872056286983033|0.465448920244626
5.0|5000|0.8830754841341161|0.002029225082615018|0.8872056286983033|0.46552280898476145
